Sat. Sep.  5, 2020             LANDSAT 7                 Time: 15:57
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 168 / 018

L0R Reference Image: L71SG11114266080100_HDF.201742232
Acquisition Date: Sep 23, 2014

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
166   018   07-03-2001, 05-17-2016
166   019   07-06-2002, 08-21-2016
167   019   10-09-1999, 05-08-2016
168   017   05-11-2000, 05-15-2016
168   018   05-11-2000, 05-15-2016
168   019   05-11-2000, 05-15-2016
169   017   05-05-2001, 05-30-2013
169   018   09-10-2001, 05-06-2016
170   017   09-17-2001, 05-11-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

1680180617_01   60.609529   55.785227   140.950      -3.972     4.448    -5.125     3.055
1680180618_01   60.407687   57.526142   238.090       0.129     1.885    -0.422     1.841
1680180619_01   60.621940   56.321448   161.373       3.513     1.133     3.011     2.128
1680180620_01   60.983092   55.777657   157.046       0.729    -0.551     0.847    -0.312
1680180621_01   60.277363   56.491345   110.552       1.646     0.085     1.548     0.573
1680180622_01   59.383247   56.484765   104.144      -4.232     3.978    -5.213     2.529
1680180623_01   59.269195   56.248086   111.034      -3.798    -0.415    -3.487    -1.532
1680180624_01   59.982274   55.899168   163.159       6.327    -3.919     7.204    -1.847
1680180625_01   60.408818   56.309036   212.982       6.151    -3.770     6.992    -1.760
1680180626_01   60.333987   56.823542   117.952       0.385     3.938    -0.800     3.873
1680180627_01   59.080072   57.079732   149.093      -6.109     7.055    -7.912     4.901
1680180628_01   60.554733   55.745176   122.915      -6.047     3.140    -6.714     1.188
1680180629_01   60.440083   56.369433   154.386       4.894    -3.367     5.674    -1.751
1680180630_01   60.403799   56.384825   197.950      -0.066     3.562    -1.124     3.378
1680180631_01   59.718688   54.949877   160.245       0.203    -3.027     1.088    -2.831
1680180632_01   59.970669   56.337599   160.355       2.023    -5.132     3.468    -4.288
1680180633_01   59.737747   56.210893   162.284       4.940    -2.914     5.588    -1.300
1680180637_01   60.236842   56.460017   154.197       3.398    -2.959     4.129    -1.806
1680180638_01   60.380973   56.538150   104.276       2.331     0.441     2.095     1.118
1680180639_01   60.448227   56.513736   120.614      -0.004     3.057    -0.913     2.915
1680180642_01   60.166998   56.143258   110.773       6.849     5.993     4.743     7.762
1680180643_01   60.119138   57.061124   135.579      -0.376    -2.496     0.400    -2.489
1680180644_01   60.076462   56.323013   131.510       4.278    -3.399     5.099    -1.963
1680180645_01   60.428214   56.311359   210.176       4.826    -1.044     4.915     0.445
1680180646_01   60.270796   57.060845   155.203       2.053    -2.890     2.833    -2.139
1680180647_01   60.498545   56.504225   122.822       0.910     6.309    -1.013     6.289
1680180648_01   60.608677   56.255984   164.925      -2.840    -1.768    -2.184    -2.535
1680180649_01   59.936929   55.089384   129.000      -5.145    -2.804    -4.080    -4.218
1680180652_01   59.974469   55.058682   121.886       2.575     2.007     1.844     2.679
1680180653_01   59.884234   54.403402   182.265      -2.365    -0.185    -2.220    -0.891
1680180654_01   59.334427   57.005938   249.211       0.252    -1.259     0.637    -1.119
1680180655_01   60.635709   56.182401   171.198       3.927    -4.552     5.101    -3.172
1680180656_01   59.946380   56.689768   155.291       3.030    -6.780     4.925    -5.558
1680180657_01   60.372085   56.243986   197.093       1.852     0.838     1.516     1.351
1680180658_01   60.608237   57.155155   192.914      -3.606     2.809    -4.267     1.606
1680180659_01   60.670924   56.049222   154.369      -2.622     5.608    -4.180     4.565
1680180661_01   59.843187   55.109259   134.818       2.358     3.095     1.312     3.653
1680180664_01   60.353149   56.857681   113.484       0.325     1.172    -0.032     1.218
1680180665_01   60.321914   56.328802   177.222      -0.184     1.161    -0.520     1.052
1680180666_01   60.387914   56.333428   190.826       2.914    -2.065     3.397    -1.099
1680180668_01   59.237180   56.741994   149.080      -4.029     1.257    -4.200    -0.004
1680180669_01   59.812652   55.524484   197.670      -1.724     1.978    -2.240     1.368
1680180670_01   60.265677   56.724156   148.829       4.507    -2.641     5.094    -1.171
1680180672_01   59.984341   57.678586   157.498      -1.459     3.743    -2.486     3.140
1680180674_01   59.624540   57.072470   166.163       5.157    -5.338     6.531    -3.541
1680180676_01   60.701160   56.594005   125.223      -5.764     4.857    -6.945     2.914
1680180677_01   59.741395   54.987866   115.234       1.788     6.430    -0.231     6.663
1680180678_01   59.773481   56.111740   159.159       0.622     0.898     0.328     1.043
1680180679_01   60.180011   57.056321   126.203      -7.107     1.926    -7.341    -0.284
1680180683_01   59.840925   55.647963   181.733      -5.952     3.325    -6.673     1.389
1680180684_01   60.389456   57.631987   366.495      -1.901    -2.521    -1.042    -2.966
1680180685_01   59.693494   56.891403   179.990       2.748    -6.914     4.702    -5.767
1680180686_01   60.314155   57.101652   176.700       4.071    -3.727     5.007    -2.336
1680180687_01   60.341795   56.323511   207.213       2.452    -4.745     3.756    -3.794
1680180688_01   60.089787   56.971008   141.449       4.521    -4.483     5.663    -2.921
1680180689_01   59.835198   56.524389   110.072      -6.192    -1.346    -5.494    -3.134
1680180691_01   60.527393   55.948530   156.055       1.473    -6.277     3.273    -5.550
1680180692_01   59.805518   55.961703   180.030      -2.966    -0.239    -2.756    -1.115
1680180694_01   60.103117   55.916711   167.062       1.249    -3.726     2.303    -3.182
1680180695_01   59.638571   57.027271   134.393       1.613     1.074     1.235     1.512
1680180697_01   59.765491   55.030282   133.000      -1.621     2.858    -2.413     2.237
1680180698_01   59.675749   56.956466   138.794      -1.915    -0.440    -1.679    -0.989
1680180699_01   59.440903   56.053320   120.855      -2.935    -2.044    -2.181    -2.827
1680180700_01   60.524994   56.021825   185.496      -1.108    -2.872    -0.204    -3.072
1680180701_01   60.138830   57.373849   166.612       2.224    -2.727     2.952    -1.931
1680180703_01   60.674678   55.560935   125.283      -3.868     3.874    -4.858     2.537
1680180706_01   59.911462   56.297971   144.704       3.661    -4.540     4.854    -3.234
1680180708_01   59.894433   54.360787   173.576       5.046    -3.486     5.835    -1.824
1680180709_01   60.352920   56.286300   183.843       1.656    -0.050     1.595     0.446
1680180710_01   60.467592   57.330699   128.260      -0.366     0.029    -0.344    -0.078
1680180711_01   60.369029   55.854049   169.454      -4.268     1.587    -4.550     0.237
1680180712_01   60.729881   56.565062   134.146      -3.774     4.967    -5.080     3.612
1680180714_01   59.763126   55.916031   182.220       2.187    -1.856     2.642    -1.116
1680180715_01   59.175472   56.737217   113.394      -2.659     5.044    -4.028     4.016
1680180716_01   60.676553   57.352070   185.165      -2.608     0.841    -2.726     0.028
1680180717_01   59.902625   55.475435   175.239      -3.352     4.258    -4.477     3.056
1680180718_01   60.045718   54.310973   154.130       3.052    -5.116     4.419    -3.977
1680180719_01   59.843741   54.983880   147.248       1.731    -1.303     2.029    -0.729
1680180720_01   60.823313   56.760692   125.197      -0.651     6.113    -2.441     5.637
1680180721_01   59.968291   56.076418   121.152      -1.932     4.168    -3.087     3.397
1680180722_01   60.508487   56.367546   193.405       3.341    -3.714     4.296    -2.546
1680180724_01   59.988206   56.287162   119.438      -2.296    -0.010    -2.183    -0.695
1680180725_01   60.822030   56.798191   132.585      -2.409     0.762    -2.522     0.009
1680180726_01   59.909906   54.650953   152.415       1.655    -2.146     2.203    -1.558
1680180727_01   60.211778   55.053326   120.085      -5.136    -6.333    -3.020    -7.581
1680180728_01   59.222748   56.673756   111.273       3.711    -0.432     3.684     0.705
1680180729_01   59.507787   56.585105   119.906       1.458     1.763     0.875     2.120
1680180730_01   60.599468   56.748122   120.730       3.114     2.169     2.328     2.999
1680180731_01   59.636860   56.832558   168.906       0.717    -1.728     1.215    -1.430
1680180732_01   59.916798   56.397053   117.650      -0.829    -0.311    -0.691    -0.543
1680180733_01   60.581427   55.837793   130.289      -4.108    -4.798    -2.494    -5.805
1680180734_01   59.978695   54.747697   135.103      -1.857     1.496    -2.236     0.866
1680180735_01   60.205181   54.616315   176.609       2.708    -4.347     3.863    -3.345
1680180736_01   60.364870   56.478030   166.742       2.222    -3.028     3.026    -2.224
1680180737_01   59.655985   57.156638   183.780       1.833    -0.172     1.818     0.390
1680180738_01   59.643358   54.871329   125.041      -5.414     3.697    -6.283     1.901
1680180739_01   60.478519   57.459612   123.103      -4.343     3.151    -5.067     1.713
1680180740_01   60.430526   56.153765   198.148       3.823     1.981     3.053     3.029
1680180741_01   60.513831   57.243786   144.671      -2.391    -3.315    -1.280    -3.873
1680180742_01   60.435548   56.095887   181.513       1.758    -1.071     1.994    -0.499
1680180743_01   60.630550   56.375565   161.680       5.450     1.947     4.617     3.482
1680180744_01   60.509550   55.975315   153.126       2.255    -4.892     3.607    -3.996
1680180746_01   60.437270   55.635758   132.347       1.253     0.617     1.002     0.959
1680180747_01   60.799742   56.847424   230.961       1.200    -0.256     1.225     0.114
1680180748_01   60.235430   56.513101   120.555       0.222     1.924    -0.358     1.902
1680180750_01   59.587924   56.981559   167.171       0.833    -5.757     2.533    -5.235
1680180751_01   60.052723   54.923184   171.757       5.581    -3.114     6.239    -1.308
1680180753_01   60.495340   57.682629   127.696       4.962     5.924     2.983     7.137
1680180754_01   60.153763   57.424285   200.605      -1.337    -1.019    -0.953    -1.366
1680180755_01   60.008145   56.400793   134.767       6.090     1.149     5.470     2.917
1680180756_01   59.854690   56.421800   178.760       6.569    -3.982     7.462    -1.831
1680180757_01   59.310289   56.663440   121.304      -5.428    -3.684    -4.057    -5.134
1680180758_01   60.488325   56.092783   179.463       6.717    -0.548     6.567     1.480
1680180759_01   59.507929   55.703192   194.005      -5.555     2.589    -6.071     0.805
1680180760_01   60.273102   55.479976   143.129      -0.069    -4.637     1.311    -4.447
1680180762_01   60.174096   57.276393   181.080       2.379    -6.981     4.368    -5.942
1680180763_01   60.379910   56.038115   151.172       2.136     1.143     1.693     1.727
1680180764_01   60.314470   56.472308   173.000       3.608     0.237     3.374     1.304
1680180765_01   59.798324   55.671085   160.965      -3.227    -1.035    -2.770    -1.954
1680180766_01   60.657920   56.551200   126.156      -3.158     3.056    -3.922     1.974
1680180767_01   60.624177   56.712856   150.449       3.704    -0.234     3.607     0.882
1680180768_01   60.049187   56.309597   117.146       2.389    -1.992     2.878    -1.185
1680180769_01   60.107297   54.932694   171.611      -0.091    -1.962     0.485    -1.904
1680180770_01   60.353896   57.206705   171.101       1.155    -2.822     1.957    -2.342
1680180771_01   59.772648   56.031632   175.396       3.301    -3.125     4.085    -1.993
1680180772_01   60.573541   57.766923   137.855      -6.477     0.751    -6.383    -1.211
1680180774_01   60.029301   57.735486   233.024       0.351    -6.662     2.347    -6.240
1680180776_01   60.228915   55.300481   118.961       3.458     3.720     2.175     4.578
1680180777_01   60.539424   56.482292   119.859      -0.610     2.759    -1.403     2.449
1680180778_01   59.418429   57.116979   170.399       1.152     0.784     0.884     1.098
1680180779_01   59.651132   54.574306   143.203       0.033     1.577    -0.457     1.507
1680180780_01   59.535098   56.917938   167.471       3.644    -6.891     5.552    -5.475
1680180781_01   60.406275   56.933147   112.978       2.782     0.971     2.372     1.759
1680180782_01   59.620474   55.807352   171.129       0.222    -1.952     0.797    -1.795
1680180783_01   59.659881   55.675491   173.466      -3.397     0.801    -3.481    -0.254
1680180786_01   59.651315   55.458110   223.161      -4.857     4.625    -6.019     2.955
1680180787_01   60.344337   57.046312   148.141       1.416    -4.845     2.808    -4.195
1680180788_01   60.088684   57.087488   136.103      -1.895    -6.211     0.061    -6.486
1680180790_01   59.618973   54.703227   137.010      -4.593     3.817    -5.538     2.261
1680180791_01   59.764749   56.571297   116.000      -4.124    -1.127    -3.586    -2.306
1680180792_01   60.452360   56.293379   192.189       4.335    -2.045     4.745    -0.657
1680180793_01   59.879676   55.081949   132.844       0.908     2.727     0.039     2.869
1680180794_01   59.972560   56.394473   174.405       3.301     1.454     2.719     2.375
1680180796_01   60.191470   56.812413   143.766       3.917    -3.754     4.866    -2.407
1680180797_01   59.455083   54.995970   146.370      -6.010    -0.110    -5.707    -1.908
1680180798_01   59.966565   54.962411   133.446      -0.720    -2.011    -0.098    -2.139
1680180799_01   59.792906   57.088852   173.137       4.991    -4.078     5.995    -2.390
1680180800_01   59.852095   55.992387   158.618       0.794     0.016     0.754     0.252
1680180801_01   59.629803   57.335820   143.761       2.480     2.102     1.758     2.753
1680180803_01   60.012684   57.612960   140.203       2.991     1.189     2.518     2.034
1680180805_01   59.788425   55.819508   158.913       1.714    -0.900     1.903    -0.346
1680180806_01   60.494901   57.895047   185.318       3.687     0.879     3.275     1.945
1680180807_01   60.175720   56.246886   141.520       4.938    -4.767     6.135    -3.071
1680180808_01   60.348407   56.408712   202.932       4.874    -2.620     5.433    -1.043
1680180809_01   59.885109   54.476266   160.290       5.679    -4.899     6.863    -2.982
1680180811_01   60.470016   57.422386   134.443      -5.060     5.260    -6.380     3.510
1680180812_01   60.350224   57.109374   145.914       3.482    -1.132     3.671    -0.036
1680180813_01   59.737871   57.317126   146.098      -5.644    -6.337    -3.467    -7.726
1680180814_01   59.348670   56.616108   122.769      -1.080    -5.191     0.539    -5.270
1680180815_01   60.497675   57.523223   118.797      -5.634     6.855    -7.402     4.862
1680180817_01   60.292473   56.429247   168.145      -0.415    -1.888     0.171    -1.924
1680180820_01   60.501810   56.178145   169.707       5.429    -3.539     6.232    -1.756
1680180821_01   60.198778   56.441704   178.807       3.179    -2.747     3.856    -1.669
1680180823_01   59.633230   55.051353   143.615       1.216    -1.601     1.630    -1.167
1680180824_01   60.392606   56.757901   123.107      -2.566     4.322    -3.731     3.358
1680180825_01   60.698452   56.688000   128.619      -3.533     2.719    -4.178     1.540
1680180828_01   60.502361   56.834064   146.890      -0.983    -1.391    -0.516    -1.619
1680180829_01   60.684076   56.252595   178.048       2.620    -1.239     2.866    -0.402
1680180830_01   59.449571   56.798011   134.602      -2.510    -0.517    -2.223    -1.241
1680180833_01   60.780332   56.689412   131.924       0.971     4.908    -0.535     4.971
1680180834_01   59.717141   55.636432   166.567      -2.978     0.806    -3.084    -0.124
1680180835_01   59.618949   54.332976   175.379      -1.116     1.129    -1.422     0.736
1680180837_01   60.228348   57.690635   234.994      -2.000     1.448    -2.319     0.789
1680180839_01   59.660658   57.045381   176.748       1.810    -1.935     2.321    -1.299
1680180840_01   59.481819   54.430161   144.908      -6.338    -0.732    -5.842    -2.602
1680180841_01   59.850497   56.599106   177.246       5.109    -6.433     6.804    -4.604
1680180842_01   59.788809   55.060441   140.140       1.202     3.717     0.023     3.901
1680180843_01   60.385569   56.400429   188.808       3.292     0.241     3.070     1.212
1680180845_01   59.681480   55.734306   165.810       0.576     1.935    -0.030     2.017
1680180846_01   59.680826   55.380559   236.867      -6.154     2.411    -6.595     0.455
1680180847_01   59.418194   56.120035   127.851      -0.548    -0.890    -0.249    -1.011
1680180848_01   60.787561   55.353607   118.772      -4.569     2.360    -5.079     0.884
1680180849_01   60.829035   56.009759   132.913       1.841    -1.044     2.060    -0.450
1680180852_01   59.391927   55.466208   180.374      -5.652     3.745    -6.513     1.878
1680180853_01   60.784414   56.605081   184.811      -1.624    -1.227    -1.182    -1.655
1680180855_01   59.758888   57.494077   230.892      -6.734     2.603    -7.175     0.473
1680180856_01   60.798798   54.802819   156.448      -0.784    -1.418    -0.348    -1.594
1680180857_01   59.778092   57.389100   152.715      -3.745     5.201    -5.104     3.845
1680180858_01   60.817444   54.789388   156.786      -5.919     1.859    -6.225     0.001
1680180859_01   60.898266   56.262520   200.337      -1.293     0.542    -1.399     0.130
1680180860_01   60.845946   56.161046   160.175       3.249    -1.690     3.598    -0.645
1680180862_01   60.836174   56.393628   160.000      -5.146     1.109    -5.241    -0.478
1680180864_01   60.804614   55.951509   134.900      -3.476     0.204    -3.385    -0.845
1680180865_01   60.843153   56.104811   152.727       1.570     4.020     0.293     4.301
1680180866_01   59.361251   55.358876   166.105      -3.372     3.195    -4.175     2.035
1680180868_01   60.793980   56.651768   145.782      -3.721     2.791    -4.380     1.553
1680180869_01   59.854554   57.400693   148.405       1.816    -1.842     2.302    -1.207
1680180870_01   60.789443   55.906805   128.137      -0.679    -1.673    -0.157    -1.801
1680180873_01   59.855008   57.506717   179.529      -2.409    -2.704    -1.467    -3.293
1680180874_01   60.466577   54.646849   148.743       5.410    -4.972     6.624    -3.136
1680180876_01   60.430467   54.661988   165.703      -3.163    -1.077    -2.717    -1.979
1680180878_01   60.315224   55.014593   132.790      -1.565    -0.688    -1.303    -1.129
1680180879_01   60.813795   55.428937   125.266      -3.367    -0.216    -3.163    -1.215
1680180880_01   59.397923   55.030012   158.409      -6.604    -5.890    -4.540    -7.598
1680180881_01   60.419360   54.736357   162.306       2.652    -3.587     3.581    -2.637
1680180884_01   59.769790   57.456313   192.352      -1.205     5.759    -2.848     5.138
1680180885_01   59.353752   55.543922   190.367      -6.374     5.240    -7.647     3.087
1680180886_01   59.850139   57.437066   150.056      -1.864    -0.356    -1.650    -0.891
1680180887_01   59.818604   57.515797   225.344      -6.089    -0.690    -5.577    -2.473
1680180888_01   60.491468   54.636296   153.440       2.061    -0.026     1.951     0.582
1680180889_01   60.315186   54.710976   171.159      -0.864    -1.375    -0.433    -1.577
1680180890_01   59.543420   57.400747   189.348      -7.170     5.282    -8.392     2.896
1680180891_01   60.482542   55.439513   123.433      -0.990    -0.285    -0.871    -0.571
1680180897_01   60.669492   55.086762   171.041      -4.499     4.681    -5.708     3.117
1680180901_01   60.622393   54.634425   175.051      -1.870    -0.658    -1.611    -1.193
1680190068_01   59.289424   56.749460   119.139       6.252     5.786     4.246     7.395
1680190076_01   59.271449   56.752818   107.160      -3.818    -0.003    -3.623    -1.142
1680190081_01   59.610238   54.316691   153.435      -0.364     1.157    -0.713     0.987
1680190141_01   59.194869   57.054875   161.540      -1.218     0.659    -1.337     0.270
1680190148_01   59.503484   54.393399   198.261      -2.136    -1.037    -1.744    -1.635
1680190166_01   59.592805   54.271232   166.387       3.516     4.710     1.922     5.537
1680190167_01   59.641937   54.219851   191.459      -0.467    -3.031     0.441    -3.038
1680190239_01   59.337562   55.893688   132.369       4.369     4.329     2.875     5.437
1680190243_01   59.376807   55.353455   174.488      -5.215    -1.576    -4.504    -3.067
1680190256_01   59.270720   56.274850   117.843      -1.991     2.924    -2.764     2.194
1680190264_01   59.152366   56.745730   118.852      -6.826     1.233    -6.859    -0.866
1680190288_01   59.239995   56.680865   120.700       2.315     6.818     0.182     7.199
1680190347_01   59.606480   54.177639   172.073       2.185    -5.130     3.600    -4.247
1680190403_01   59.392228   55.997611   158.090       1.352    -1.661     1.792    -1.178
1680190415_01   59.542477   54.662287   126.751      -3.829     2.841    -4.517     1.558
1680190424_01   59.546388   54.906746   142.424       1.071    -4.311     2.302    -3.795
1680190430_01   59.395732   56.105314   113.881       0.019     0.870    -0.235     0.837
1680190437_01   59.406672   56.053270   147.486      -4.107    -2.101    -3.281    -3.232
1680190439_01   59.370611   56.098534   139.983      -2.894     1.933    -3.331     0.978
1680190441_01   59.361561   55.781551   156.345      -0.133     3.937    -1.303     3.714
1680190442_01   59.447876   55.628225   206.578      -2.239     3.007    -3.035     2.196
1680190446_01   59.435301   55.802262   178.718      -6.453     3.750    -7.273     1.643
1680190449_01   59.386291   55.832432   172.646      -4.947     6.163    -6.559     4.395
1680190462_01   59.185640   56.851058   185.517       2.003     0.549     1.765     1.128
1680190478_01   59.596589   54.308082   167.792      -6.151     4.316    -7.179     2.268
1680190479_01   59.262713   56.604452   161.298      -3.243     4.485    -4.419     3.308
1680190514_01   59.306393   56.718800   110.433      -5.771     1.782    -6.020    -0.025
1680190530_01   59.348152   56.466807   131.830      -3.544     0.861    -3.625    -0.237
1680190551_01   59.681395   54.564654   175.404       5.129    -1.367     5.285     0.225
1680190568_01   59.538272   54.409906   164.032      -4.903    -0.184    -4.639    -1.650
1680190591_01   59.477235   55.732435   175.362      -0.710     1.495    -1.123     1.212
1680190632_01   59.269207   56.248062   111.339      -4.031    -0.428    -3.705    -1.614
1680190633_01   59.637532   54.540163   155.057       6.615    -0.348     6.397     1.640
1680190635_01   59.080101   57.079708   149.271      -5.253     5.757    -6.708     3.920
1680190656_01   59.383253   56.484781   103.985      -4.353     4.261    -5.414     2.762
1680190671_01   59.237197   56.741992   149.022      -3.576     1.121    -3.728     0.002
1680190708_01   59.545261   54.449224   146.059      -0.064     2.111    -0.710     1.988
1680190714_01   59.597556   54.200123   173.175       1.125     1.240     0.680     1.511
1680190716_01   59.440904   56.053331   120.673      -2.925    -2.046    -2.171    -2.826
1680190751_01   59.348683   56.616096   123.105      -0.578    -4.784     0.895    -4.731
1680190755_01   59.222767   56.673733   112.040       3.346    -0.328     3.305     0.694
1680190770_01   59.175490   56.737221   113.314      -2.159     5.241    -3.610     4.355
1680190789_01   59.507928   55.703177   194.434      -5.587     2.561    -6.094     0.769
1680190792_01   59.599600   54.849096   126.593      -3.121     6.756    -5.013     5.505
1680190793_01   59.310305   56.663427   121.532      -5.135    -4.535    -3.523    -5.858
1680190797_01   59.455072   54.995964   146.347      -6.122    -0.425    -5.720    -2.242
1680190800_01   59.628977   54.675925   131.748       0.207     3.201    -0.776     3.110
1680190804_01   59.418200   56.120022   128.067      -0.567    -1.006    -0.232    -1.128
1680190806_01   59.603049   55.070644   155.946      -2.290     4.085    -3.416     3.206
1680190809_01   59.625532   54.852809   139.959      -5.227     1.646    -5.491     0.001
1680190810_01   59.477587   55.857917   146.570      -1.450     3.271    -2.359     2.685
1680190813_01   59.461611   55.944236   138.059       1.430     1.818     0.824     2.162
1680190821_01   59.456373   55.998379   152.547       0.862     1.249     0.453     1.450
1680190822_01   59.515608   55.744243   195.479       6.421    -2.200     6.782    -0.176
1690170007_01   60.686779   56.420592   197.363       1.670     2.248     0.922     2.641
1690170024_01   60.598260   56.431479   156.465      -1.293    -3.297    -0.249    -3.531
1690170034_01   60.831892   56.003602   158.786       6.885     1.715     6.049     3.686
1690170039_01   60.564293   56.429472   131.387      -2.421    -0.471    -2.168    -1.172
1690170062_01   60.926963   55.605444   135.903      -2.944    -5.439    -1.200    -6.071
1690170068_01   60.684329   56.252011   184.626       3.780    -5.194     5.152    -3.828
1690170072_01   60.704403   56.324685   206.464      -4.996     2.733    -5.582     1.115
1690170085_01   60.485865   56.310222   163.040      -1.513    -5.015     0.054    -5.236
1690170093_01   60.550398   55.961495   172.775       5.503    -6.102     7.065    -4.180
1690170100_01   60.811575   56.601330   142.445       4.148     4.700     2.557     5.719
1690170102_01   60.694633   56.373724   226.163       1.850     0.799     1.525     1.313
1690170106_01   60.527683   56.228844   198.868       5.126    -2.273     5.565    -0.639
1690170115_01   60.669587   56.508198   182.915       1.138     0.801     0.847     1.103
1690170119_01   60.612975   56.486622   171.572       6.805    -2.772     7.318    -0.614
1690170139_01   60.507716   56.213575   144.769       1.573     3.572     0.432     3.875
1690170144_01   60.846253   56.160416   150.586       5.640    -2.679     6.174    -0.876
1690170146_01   60.920044   56.170236   164.539       4.440    -5.900     5.989    -4.307
1690170153_01   60.542546   56.385992   145.719       4.021    -4.478     5.172    -3.072
1690170160_01   60.825918   56.144415   192.518       0.554    -1.509     0.973    -1.277
1690170166_01   60.674552   55.922178   149.015      -4.450     0.730    -4.469    -0.633
1690170169_01   60.652308   56.306537   209.243       5.468    -1.416     5.635     0.279
1690170180_01   60.697495   56.110013   157.441      -2.827     0.208    -2.764    -0.647
1690170182_01   60.804665   55.708363   155.521      -2.077     4.850    -3.439     4.003
1690170195_01   60.638187   56.148897   179.162       1.314    -6.237     3.111    -5.559
1690170198_01   60.563390   56.159682   173.642       2.124     4.175     0.777     4.615
1690170203_01   60.588212   56.305626   199.338      -4.714     2.376    -5.206     0.859
1690170209_01   60.674823   56.466903   200.698       2.475     2.601     1.585     3.219
1690170221_01   60.599717   56.348858   205.628       3.307    -2.525     3.907    -1.422
1690170239_01   60.548918   56.217959   182.255      -1.590     2.261    -2.193     1.681
1690170251_01   60.802253   54.789927   165.761       4.554    -5.201     5.874    -3.612
1690170282_01   60.800905   56.071849   169.962       2.098     3.804     0.860     4.252
1690170289_01   60.571687   56.349823   174.340       6.148     2.817     5.023     4.521
1690170294_01   60.824369   55.118857   152.042      -1.464    -4.041    -0.209    -4.298
1690170295_01   60.748579   56.515304   137.267      -6.961     2.462    -7.374     0.273
1690170298_01   60.774191   56.141499   195.732      -2.288    -1.479    -1.747    -2.095
1690170299_01   60.537014   56.044531   187.177       4.265    -5.371     5.667    -3.852
1690170303_01   60.713141   55.968122   146.362       0.816     5.953    -1.005     5.920
1690170307_01   60.704401   55.883843   152.836      -5.425     3.229    -6.146     1.460
1690170311_01   60.539086   56.147099   161.698      -2.676     0.861    -2.813     0.021
1690170317_01   60.549475   55.910068   157.035      -0.089     4.142    -1.327     3.922
1690170319_01   60.899579   56.302277   201.576       0.269     1.611    -0.228     1.615
1690170329_01   60.662779   56.116363   156.201       2.244     3.225     1.174     3.743
1690170332_01   60.598502   55.849158   145.051      -3.168     0.676    -3.231    -0.304
1690170335_01   60.835036   56.587351   184.730      -6.682    -1.055    -6.059    -2.999
1690170353_01   60.781400   54.775919   195.818      -6.577     4.422    -7.617     2.249
1690170360_01   60.689134   55.604742   137.917      -3.208    -2.755    -2.249    -3.589
1690170365_01   60.863915   55.548005   147.780      -2.804    -2.370    -1.981    -3.101
1690170370_01   60.705376   56.422479   199.061      -6.336    -1.114    -5.712    -2.953
1690170372_01   60.942751   55.492384   170.351      -6.035     4.284    -7.050     2.283
1690170384_01   60.760972   56.603706   135.299       1.194     6.532    -0.808     6.586
1690170428_01   60.733050   54.800729   171.951      -0.967    -0.625    -0.758    -0.892
1690170430_01   60.779612   54.885150   162.257       4.731     2.482     3.751     3.771
1690170464_01   60.594842   55.893694   127.707      -3.000    -0.579    -2.696    -1.450
1690170471_01   60.523029   56.497859   119.438      -6.633     1.079    -6.647    -0.951
1690170484_01   60.765637   56.629539   133.098       1.318    -2.910     2.127    -2.383
1690170509_01   60.572700   55.853929   149.136       3.292    -3.379     4.142    -2.244
1690170516_01   60.670929   56.049212   154.928       0.035     4.034    -1.176     3.857
1690170518_01   60.541113   56.501432   126.355       3.049    -2.318     3.602    -1.301
1690170519_01   60.550120   56.464648   127.906       2.762     0.605     2.455     1.402
1690170522_01   60.792319   56.639155   122.092      -3.399    -0.915    -2.968    -1.887
1690170523_01   60.603440   56.394142   159.092       6.560     5.349     4.661     7.058
1690170545_01   60.562583   55.774446   119.251      -6.049     1.735    -6.296    -0.153
1690170553_01   60.679676   55.957785   129.913      -3.718     2.411    -4.273     1.189
1690170561_01   60.598490   56.431480   159.455       4.422    -2.874     5.076    -1.423
1690170566_01   60.926735   55.606073   140.963      -2.159    -0.345    -1.970    -0.977
1690170567_01   60.674645   55.560976   128.049       0.836     2.081     0.164     2.230
1690170571_01   60.637292   56.176350   173.006       6.384    -4.961     7.566    -2.830
1690170583_01   60.729891   56.565034   134.170      -3.110     5.800    -4.696     4.605
1690170585_01   60.751310   54.831411   150.748      -5.829     2.829    -6.427     0.954
1690170586_01   60.819161   55.985827   131.556       4.577     1.547     3.897     2.837
1690170605_01   60.757707   55.912875   124.277      -2.338     2.207    -2.896     1.405
1690170609_01   60.637972   56.547655   126.539      -4.820    -4.922    -3.128    -6.133
1690170614_01   60.681180   56.315272   169.183       5.360    -2.517     5.861    -0.804
1690170617_01   60.595838   56.517559   128.629      -0.526     1.544    -0.960     1.316
1690170626_01   60.660547   56.187264   216.209       5.350     0.567     4.930     2.135
1690170636_01   60.983363   55.778771   162.648       4.326     1.604     3.637     2.815
1690170639_01   60.824095   55.119501   145.179       1.182    -2.234     1.776    -1.785
1690170651_01   60.609539   55.785264   141.493      -3.162     3.448    -4.053     2.343
