Sat. Sep.  5, 2020             LANDSAT 7                 Time: 15:57
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 168 / 018

L0R Reference Image: L71SG11114266080100_HDF.201742232
Acquisition Date: Sep 23, 2014

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
166   018   07-03-2001, 05-17-2016
166   019   07-06-2002, 08-21-2016
167   019   10-09-1999, 05-08-2016
168   017   05-11-2000, 05-15-2016
168   018   05-11-2000, 05-15-2016
168   019   05-11-2000, 05-15-2016
169   017   05-05-2001, 05-30-2013
169   018   09-10-2001, 05-06-2016
170   017   09-17-2001, 05-11-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

1680170745_01   60.793975   56.651785   145.644      -3.754     2.288    -4.262     1.063
1680170750_01   60.685846   56.894114   178.936      -1.665     2.634    -2.368     2.017
1680170752_01   60.617311   57.635900   211.981      -5.456    -2.685    -4.386    -4.184
1680170757_01   60.899270   56.302881   194.725      -2.261     1.329    -2.557     0.592
1680170758_01   60.772924   56.753388   149.368       0.225    -0.772     0.448    -0.669
1680170760_01   60.568291   57.576925   215.741       1.340    -0.097     1.323     0.312
1680170763_01   60.408463   57.847471   254.471       0.539     4.978    -0.949     4.914
1680170764_01   60.619640   57.259942   215.205       0.487    -3.364     1.478    -3.060
1680170774_01   60.770530   55.898092   123.858      -4.295     4.843    -5.550     3.336
1680170776_01   60.857688   56.391041   155.035      -2.638     1.032    -2.827     0.197
1680170783_01   60.715848   56.479482   160.779      -4.410     3.205    -5.163     1.741
1680170785_01   60.745715   56.075082   174.771      -2.424     6.723    -4.323     5.688
1680170789_01   60.820906   56.081187   153.792      -0.640     1.730    -1.132     1.457
1680170790_01   60.679524   56.310351   164.894       4.541    -2.187     4.982    -0.733
1680170791_01   60.584253   57.153994   164.537      -3.536    -1.253    -2.988    -2.248
1680170795_01   60.752921   56.146970   191.774      -1.358     1.951    -1.882     1.454
1680170811_01   60.754202   56.686929   162.503       3.385     1.100     2.903     2.059
1680170813_01   60.517788   57.892988   269.827       3.615    -2.252     4.139    -1.062
1680170817_01   60.672623   56.706931   145.004       0.777     0.740     0.524     0.938
1680170821_01   60.532267   57.148817   116.346      -5.608    -0.466    -5.199    -2.116
1680170823_01   60.609558   56.835729   202.983       2.585    -0.962     2.758    -0.145
1680170871_01   60.788701   55.621369   161.605      -3.518     6.021    -5.164     4.690
1680180003_01   59.706303   56.678721   125.277      -0.071    -5.738     1.660    -5.490
1680180006_01   60.115906   57.103190   140.402       4.905    -1.459     5.127     0.078
1680180008_01   59.711524   56.865856   145.984      -0.488    -1.182    -0.097    -1.269
1680180009_01   60.458482   56.455249   130.753       5.167     0.961     4.643     2.459
1680180020_01   60.127339   57.346228   154.990       0.325    -3.381     1.336    -3.123
1680180025_01   60.509734   56.468002   119.521      -6.016    -4.220    -4.477    -5.821
1680180028_01   60.234491   56.921056   114.638      -5.883    -3.842    -4.453    -5.419
1680180031_01   59.834429   57.023725   141.272       2.536     1.996     1.837     2.666
1680180032_01   60.367612   56.557396   105.213      -6.769     6.311    -8.336     4.000
1680180034_01   60.543229   56.485537   122.151      -2.995     2.247    -3.526     1.249
1680180035_01   60.420134   56.492343   113.266      -2.744     2.331    -3.310     1.404
1680180036_01   59.637090   56.793170   194.735      -1.754     1.092    -1.984     0.520
1680180040_01   59.622574   56.693404   106.527      -4.511    -1.895    -3.721    -3.154
1680180045_01   59.653136   56.998489   134.761       4.803     3.615     3.515     4.890
1680180046_01   60.279702   57.270822   174.668       1.041    -3.154     1.948    -2.693
1680180047_01   60.330939   56.485076   149.739      -0.810     4.925    -2.239     4.456
1680180048_01   60.360736   56.714047   116.162      -2.182     3.089    -2.996     2.296
1680180052_01   59.664670   54.922224   124.146      -2.408     5.101    -3.836     4.140
1680180056_01   60.491903   55.924510   116.765       3.056    -1.539     3.369    -0.558
1680180061_01   60.342515   56.556651   103.834      -4.703     2.679    -5.281     1.152
1680180065_01   59.271420   56.752818   106.836      -4.204     0.484    -4.136    -0.793
1680180066_01   60.152480   56.830416   126.769      -3.086     6.776    -4.957     5.543
1680180067_01   60.171862   56.827704   135.604       2.617    -1.000     2.804    -0.169
1680180068_01   60.734422   55.972515   187.014      -1.567     4.390    -2.811     3.718
1680180072_01   59.874211   56.454170   109.293      -0.526    -4.496     0.849    -4.444
1680180073_01   59.974567   54.922212   129.236       1.250    -1.399     1.596    -0.966
1680180077_01   59.537257   57.085540   215.043       2.061    -1.804     2.524    -1.097
1680180078_01   59.828617   56.582734   150.842       0.949    -0.955     1.199    -0.624
1680180081_01   59.795468   55.676507   170.839      -5.491     6.337    -7.134     4.399
1680180083_01   60.449037   56.331014   211.607       4.792     1.376     4.160     2.742
1680180084_01   60.501709   57.594247   179.966      -5.085     4.365    -6.135     2.650
1680180093_01   60.446291   56.500667   119.805       3.567     6.139     1.573     6.920
1680180094_01   60.464272   57.350268   225.438      -2.674    -3.367    -1.531    -4.006
1680180096_01   59.289668   56.749449   116.580       5.746     4.668     4.098     6.177
1680180097_01   60.686784   56.420620   197.696       2.526     1.307     2.018     1.999
1680180098_01   60.415340   55.653572   117.153       1.046    -4.954     2.469    -4.416
1680180099_01   60.343251   57.058853   166.762       0.340    -2.682     1.136    -2.453
1680180103_01   60.589540   55.967263   161.405       4.982    -3.256     5.718    -1.621
1680180105_01   59.472065   56.706890   108.827      -5.532     4.010    -6.460     2.171
1680180107_01   60.092012   56.259636   111.547      -1.603    -3.046    -0.616    -3.384
1680180108_01   59.950620   56.671031   133.332       3.474    -3.867     4.478    -2.647
1680180109_01   60.215548   55.266423   131.501      -1.626     3.457    -2.597     2.807
1680180110_01   60.342070   56.323541   203.173       1.099    -5.273     2.624    -4.700
1680180111_01   60.422555   56.084883   142.263      -6.434     1.371    -6.549    -0.615
1680180112_01   59.567413   55.780475   179.761       6.123     3.743     4.719     5.401
1680180117_01   59.593103   54.271181   166.629       3.394     1.630     2.728     2.562
1680180118_01   59.698552   54.935647   104.529      -2.401     4.969    -3.790     4.016
1680180120_01   60.205363   56.934036   115.308       2.867    -0.891     3.011     0.009
1680180121_01   60.692614   56.722107   140.124       3.529    -1.018     3.673     0.082
1680180122_01   60.379526   56.438117   215.619       1.684    -3.707     2.715    -3.033
1680180124_01   60.370784   56.636201   112.385       2.579    -1.379     2.877    -0.544
1680180125_01   60.405380   57.186870   181.872       2.937    -3.258     3.785    -2.227
1680180129_01   59.610258   54.316660   152.952       1.054     0.660     0.788     0.938
1680180137_01   59.769263   55.846494   196.249       2.514    -3.258     3.372    -2.356
1680180141_01   59.449508   56.362593   110.448      -6.626     1.547    -6.772    -0.507
1680180142_01   60.398870   56.163886   142.948      -3.689     6.136    -5.352     4.751
1680180143_01   60.469298   56.058975   154.315       3.772    -0.462     3.733     0.683
1680180144_01   59.713033   57.239072   164.948      -2.803    -6.968    -0.570    -7.478
1680180151_01   60.158293   57.229869   147.143      -2.196    -3.358    -1.076    -3.854
1680180152_01   59.459144   57.050458   183.024      -3.246     0.702    -3.285    -0.297
1680180154_01   60.188437   57.246740   196.272       2.792    -0.743     2.899     0.130
1680180157_01   60.454478   56.388228   169.829       4.559     0.169     4.298     1.522
1680180158_01   59.839330   55.651790   182.161      -3.287     3.523    -4.191     2.375
1680180159_01   59.843063   56.948721   151.665       3.578     2.070     2.807     3.048
1680180162_01   59.572819   56.970464   160.258      -6.922    -3.369    -5.575    -5.280
1680180163_01   59.344027   56.872575   170.335       4.583    -0.241     4.459     1.148
1680180167_01   59.450916   56.101140   146.196       4.069    -0.488     4.032     0.754
1680180168_01   60.542324   56.530322   132.300       3.979    -1.351     4.201    -0.101
1680180169_01   60.232723   56.503955   133.008      -0.062     1.241    -0.425     1.166
1680180170_01   60.202427   56.117456   153.353       4.277    -2.240     4.748    -0.859
1680180172_01   60.225765   56.722962   158.081       3.506    -6.365     5.252    -5.021
1680180173_01   60.265980   56.723557   154.461       3.214     1.586     2.599     2.474
1680180175_01   59.799155   56.162885   165.844       4.828     1.999     4.010     3.351
1680180176_01   59.865135   57.248691   184.820       4.477     0.377     4.174     1.703
1680180180_01   60.502738   55.604659   131.291       2.394    -4.465     3.608    -3.549
1680180182_01   60.320753   56.786094   110.373       3.942     3.579     2.699     4.593
1680180186_01   60.096372   55.158995   114.969      -2.374     3.684    -3.379     2.800
1680180188_01   59.638610   56.013180   180.319      -2.468     1.510    -2.802     0.702
1680180190_01   60.562793   56.838677   165.797       0.046     2.877    -0.809     2.760
1680180193_01   60.410053   57.130283   140.876       4.296    -4.420     5.427    -2.930
1680180194_01   59.939774   55.696063   176.278       6.366    -5.812     7.805    -3.641
1680180195_01   60.600715   57.300817   160.991       2.732    -0.361     2.725     0.474
1680180197_01   59.194829   57.054866   161.947      -2.811     1.541    -3.119     0.633
1680180198_01   59.270699   56.274852   117.883      -0.870     4.264    -2.096     3.808
1680180199_01   60.398646   56.439555   155.166      -1.842    -5.956     0.023    -6.230
1680180201_01   60.002383   57.567601   224.289       2.738    -3.484     3.672    -2.497
1680180203_01   60.385293   57.013770   112.754       0.617    -0.866     0.857    -0.639
1680180205_01   60.604187   56.822573   211.106       2.634     0.690     2.312     1.445
1680180207_01   59.395018   56.937853   157.040       2.318     0.863     1.970     1.523
1680180208_01   59.765080   56.068189   157.837       1.193     6.651    -0.849     6.699
1680180209_01   60.151043   57.350265   150.676       0.408    -4.807     1.841    -4.458
1680180210_01   60.078229   56.722999   207.199       3.927    -1.902     4.322    -0.637
1680180211_01   60.577331   56.402359   147.000       4.806    -1.573     5.053    -0.067
1680180214_01   59.309463   56.795159   134.275       6.420     3.359     5.133     5.131
1680180215_01   60.470897   57.401246   246.086      -6.786     2.907    -7.324     0.751
1680180216_01   59.861735   56.575882   116.264       3.574    -6.416     5.335    -5.048
1680180217_01   60.271864   56.476904   131.470       5.000    -6.534     6.723    -4.737
1680180218_01   59.812481   55.583290   171.933       0.017     3.150    -0.930     3.007
1680180221_01   59.897815   56.428463   133.861       4.796     5.820     2.841     6.986
1680180223_01   60.608479   57.154602   212.218       1.286    -0.202     1.297     0.193
1680180225_01   59.405236   56.867055   152.765       3.235     4.161     1.857     4.941
1680180228_01   59.979507   54.962221   134.848      -6.200     5.031    -7.433     2.941
1680180229_01   60.499109   57.683278   146.008      -3.821     4.553    -4.984     3.207
1680180230_01   59.982816   57.554390   238.645       5.566     0.447     5.194     2.096
1680180231_01   59.663092   56.945314   129.207      -2.438    -0.684    -2.104    -1.377
1680180233_01   60.252636   56.589301   124.404       2.661    -0.159     2.591     0.644
1680180235_01   60.610352   56.132107   142.925       4.078    -2.589     4.658    -1.254
1680180236_01   60.594025   56.738883   120.377       5.561     0.324     5.212     1.969
1680180238_01   59.485170   56.821225   129.846      -0.066    -5.852     1.704    -5.595
1680180241_01   60.115898   57.284023   127.890      -1.552     2.081    -2.085     1.525
1680180247_01   59.921560   57.325809   147.863      -0.013    -1.119     0.340    -1.066
1680180248_01   59.505825   56.313336   111.902       3.186    -1.794     3.584    -0.755
1680180250_01   60.369323   55.853467   162.197      -2.644     3.842    -3.675     2.873
1680180251_01   60.045001   54.627760   170.455      -5.528     3.584    -6.364     1.760
1680180252_01   59.560626   56.069588   147.955      -2.326     0.602    -2.393    -0.121
1680180254_01   59.612633   56.189890   137.018       5.421    -0.017     5.180     1.608
1680180258_01   59.742965   56.682104   109.130       5.855    -1.478     6.036     0.346
1680180259_01   59.503504   54.392866   196.397       1.005    -0.936     1.221    -0.599
1680180261_01   60.498697   56.036509   166.019       4.302     5.737     2.387     6.754
1680180265_01   60.215254   56.829705   126.394      -5.145    -2.553    -4.135    -3.970
1680180267_01   60.013601   56.410888   102.971      -1.130     3.161    -2.017     2.678
1680180270_01   59.160376   56.981166   232.897       3.319     2.917     2.311     3.782
1680180274_01   60.014228   55.047298   128.333      -3.726    -2.224    -2.902    -3.240
1680180275_01   59.555692   55.848855   171.681       4.053     0.240     3.795     1.442
1680180276_01   60.094085   56.400258   140.169       4.824    -0.622     4.791     0.850
1680180278_01   60.205613   56.533110   114.520      -0.962    -1.652    -0.418    -1.862
1680180281_01   60.101951   56.008505   160.968       3.611    -1.991     4.038    -0.821
1680180282_01   59.395914   56.262751   117.774      -0.828     0.420    -0.906     0.154
1680180285_01   59.591381   56.914127   155.732       2.828    -3.182     3.664    -2.183
1680180287_01   60.497609   57.098460   123.472      -6.137    -0.790    -5.608    -2.582
1680180289_01   59.797866   56.772375   122.551       4.898     4.434     3.357     5.697
1680180298_01   59.837834   55.132533   141.304       3.690    -1.977     4.101    -0.786
1680180299_01   59.966779   56.050124   153.586      -6.056     6.712    -7.781     4.590
1680180300_01   60.654661   56.725749   171.176      -0.138    -0.568     0.042    -0.582
1680180302_01   59.663891   55.899507   191.216      -2.792     1.246    -3.034     0.353
1680180309_01   60.704140   56.324731   205.251      -4.097     2.337    -4.607     1.006
1680180312_01   60.126784   56.019160   163.642       3.844    -3.036     4.573    -1.748
1680180313_01   60.489841   56.479827   132.092       1.387    -1.425     1.750    -0.945
1680180314_01   60.437548   55.635249   131.294       2.798     2.797     1.825     3.500
1680180317_01   60.682384   56.618872   131.211      -4.068     5.851    -5.623     4.368
1680180320_01   60.090335   57.527602   239.058       5.916    -3.964     6.843    -2.006
1680180323_01   60.600727   55.890219   130.501      -2.982     5.267    -4.424     4.132
1680180325_01   60.386301   56.375946   215.332      -5.688    -1.936    -4.845    -3.544
1680180332_01   59.973107   57.287684   138.723      -2.282     0.531    -2.317    -0.171
1680180339_01   59.796357   55.270754   213.068      -3.046     1.239    -3.284     0.267
1680180340_01   60.520936   57.432860   235.768      -3.663     5.351    -5.074     4.014
1680180341_01   59.681501   55.734423   164.887      -4.724    -3.004    -3.607    -4.279
1680180346_01   59.792489   56.488666   136.344       1.650    -2.844     2.432    -2.217
1680180347_01   60.843782   56.153954   155.806       0.598    -4.910     2.029    -4.507
1680180349_01   60.383308   55.986338   129.196       4.709    -2.136     5.126    -0.633
1680180350_01   60.222229   56.432590   185.695      -1.483    -0.945    -1.128    -1.344
1680180354_01   59.515597   55.743192   189.648       0.973    -1.612     1.411    -1.247
1680180356_01   59.605975   56.153436   117.419      -1.557     0.568    -1.649     0.076
1680180361_01   60.478793   57.459048   156.263      -6.505     4.458    -7.519     2.314
1680180362_01   60.698365   56.769341   212.178       4.057    -2.592     4.646    -1.261
1680180363_01   60.357540   57.100721   141.333       5.954    -2.486     6.431    -0.590
1680180364_01   60.787312   56.812241   239.286      -1.812    -2.431    -1.000    -2.858
1680180365_01   60.672671   56.232563   169.631       0.292     1.883    -0.286     1.882
1680180366_01   60.219368   56.039572   150.744       0.561    -3.533     1.589    -3.203
1680180367_01   60.336153   56.440934   188.862       3.188     1.662     2.547     2.537
1680180370_01   60.513355   56.800703   135.859       4.244    -3.901     5.218    -2.452
1680180371_01   60.505752   57.735882   339.245      -5.457    -1.421    -4.761    -2.978
1680180376_01   60.396577   57.718281   219.961      -5.921     3.041    -6.534     1.137
1680180377_01   60.782305   56.618355   135.118      -2.107     1.685    -2.512     0.979
1680180378_01   60.419141   57.309987   289.948      -1.365    -4.132    -0.055    -4.344
1680180384_01   59.348838   56.592931   121.688       1.346    -2.625     2.083    -2.095
1680180385_01   60.125042   57.469274   179.031       6.361    -6.483     8.019    -4.276
1680180387_01   60.464721   56.149168   184.145      -6.442    -0.658    -5.950    -2.552
1680180389_01   60.640239   57.782176   203.534       0.128    -1.268     0.518    -1.166
1680180390_01   60.319640   56.306549   163.345       5.299    -1.363     5.463     0.282
1680180392_01   60.833071   56.084144   145.836      -0.317    -0.437    -0.178    -0.514
1680180393_01   59.552056   56.903558   217.184       3.394    -5.195     4.806    -3.933
1680180394_01   60.606325   56.092785   137.126       5.939     0.057     5.644     1.824
1680180395_01   59.539072   56.841053   175.626       5.467    -2.110     5.859    -0.371
1680180400_01   60.315146   57.325471   150.208      -4.283    -4.022    -2.869    -5.111
1680180402_01   59.376804   55.353451   174.614      -4.621    -2.336    -3.709    -3.613
1680180403_01   59.337550   55.893679   132.825       3.696     4.379     2.218     5.283
1680180405_01   60.134853   54.414472   170.664       6.569    -4.280     7.524    -2.129
1680180407_01   60.927030   55.605470   138.796      -5.302     0.959    -5.357    -0.670
1680180412_01   60.741722   55.420355   122.106      -1.675     4.448    -2.940     3.739
1680180413_01   59.313811   56.326680   144.451       0.964     6.547    -1.030     6.533
1680180414_01   59.252776   56.217385   172.653       1.649     0.987     1.287     1.437
1680180415_01   60.763998   56.616321   133.355      -3.388     6.055    -5.036     4.766
1680180416_01   60.806920   56.775120   250.409       6.592    -2.599     7.064    -0.513
1680180418_01   60.785401   55.508495   139.037      -6.924     6.876    -8.671     4.491
1680180422_01   60.800938   56.071259   171.078      -0.668     6.558    -2.600     6.054
1680180427_01   60.565224   54.614481   165.338       4.994    -1.891     5.305    -0.322
1680180428_01   60.825665   56.144396   191.857       3.464    -1.255     3.673    -0.166
1680180430_01   60.690879   54.816206   158.878       1.194    -2.249     1.789    -1.797
1680180431_01   60.764401   56.793148   240.993      -2.028    -1.405    -1.512    -1.944
1680180433_01   60.780443   56.737851   222.479       4.148    -0.966     4.247     0.316
1680180434_01   60.814789   56.825259   218.940       1.332     0.052     1.259     0.448
1680180435_01   60.761088   56.409935   168.395      -6.144     4.805    -7.295     2.750
1680180436_01   59.434812   55.424115   168.996      -3.292     1.615    -3.625     0.553
1680180437_01   60.786661   55.897032   134.746      -2.125    -6.770    -0.016    -7.095
1680180438_01   60.767715   55.885027   138.965      -3.319     5.892    -4.932     4.628
1680180440_01   59.684847   57.400869   152.370       0.541    -2.493     1.283    -2.209
1680180441_01   59.382353   55.388424   164.643       2.215     2.282     1.426     2.838
1680180443_01   59.855116   57.400215   148.717      -0.936    -2.264    -0.196    -2.433
1680180444_01   60.760319   56.558024   132.944      -5.450     1.771    -5.726     0.064
1680180445_01   60.784831   56.654603   135.222      -3.368     3.637    -4.296     2.465
1680180449_01   59.429320   54.954140   149.598       1.926    -2.156     2.474    -1.483
1680180452_01   60.824369   55.118844   151.802      -1.540    -3.404    -0.472    -3.713
1680180453_01   60.772498   54.948370   150.301      -3.897    -1.801    -3.200    -2.887
1680180454_01   59.716604   57.416163   168.282      -2.917    -1.520    -2.305    -2.316
1680180456_01   59.815502   57.486862   193.559      -1.493    -0.552    -1.237    -0.966
1680180457_01   60.812913   55.423503   137.021       0.138    -1.974     0.706    -1.847
1680180458_01   60.817420   54.788870   166.727      -5.878     4.185    -6.880     2.233
1680180459_01   61.012788   55.311371   150.304       5.931    -6.293     7.517    -4.243
1680180461_01   59.835615   57.427673   172.900       5.392     3.138     4.224     4.611
1680180462_01   59.854934   57.453723   160.370       3.116    -0.950     3.276     0.033
1680180467_01   59.771150   57.458462   207.951       1.582     4.796     0.097     5.053
1680180468_01   60.306096   54.503554   151.445       6.948    -6.519     8.554    -4.152
1680180469_01   59.872354   57.475897   223.020      -6.585    -0.214    -6.193    -2.168
1680180473_01   60.334403   54.423771   136.716      -3.336    -3.413    -2.186    -4.260
1680180475_01   59.596479   57.137779   193.410       5.640    -2.238     6.065    -0.440
1680180476_01   59.689659   57.157354   178.462       5.271    -6.426     6.965    -4.544
1680180477_01   59.953445   55.040610   148.517      -1.572    -2.236    -0.843    -2.607
1680180478_01   59.763759   55.690618   176.232      -1.578    -0.602    -1.326    -1.047
1680180479_01   60.006624   57.694087   152.813      -4.849     1.956    -5.185     0.422
1680180480_01   59.185623   56.851052   185.877       1.825    -0.125     1.796     0.433
1680180482_01   60.377463   57.044720   131.694      -2.959     1.201    -3.170     0.265
1680180484_01   59.426329   56.416998   115.623      -3.391     2.324    -3.918     1.203
1680180485_01   60.429167   57.080763   128.432      -3.521    -4.764    -1.927    -5.592
1680180486_01   59.262697   56.604470   161.156      -3.091     4.469    -4.270     3.339
1680180487_01   59.596609   54.308110   168.627      -4.677     4.978    -5.972     3.341
1680180488_01   59.491409   56.859236   167.932       3.022    -2.464     3.635    -1.440
1680180489_01   59.828363   56.583310   153.152      -0.243    -4.538     1.135    -4.397
1680180490_01   60.393337   57.094832   129.312       4.214    -2.713     4.840    -1.326
1680180491_01   59.471905   56.779889   122.948      -6.815    -3.406    -5.463    -5.285
1680180493_01   59.947461   54.981881   180.363      -6.009    -2.875    -4.884    -4.544
1680180494_01   60.053982   55.115988   114.212       0.861    -3.941     1.988    -3.507
1680180495_01   59.710977   56.866839   144.585       4.581    -3.238     5.351    -1.712
1680180497_01   59.990834   54.997473   119.638      -1.542     2.655    -2.279     2.067
1680180498_01   60.062663   56.421907   101.833      -0.979    -0.423    -0.802    -0.696
1680180500_01   60.096901   56.425661   102.132      -6.520    -5.472    -4.578    -7.167
1680180501_01   59.747300   56.671333   112.993      -4.178     4.718    -5.384     3.252
1680180502_01   59.622599   56.693829   106.969      -2.531     5.735    -4.116     4.714
1680180503_01   59.834150   57.024743   142.326       4.603    -2.707     5.214    -1.200
1680180504_01   60.077474   55.136184   103.998       3.516     0.337     3.241     1.367
1680180505_01   60.720550   56.695464   131.669       2.553     2.072     1.821     2.738
1680180507_01   59.991879   55.050124   119.801       2.011     5.238     0.339     5.592
1680180508_01   60.559511   56.454085   138.325       4.015    -1.363     4.237    -0.102
1680180510_01   59.306376   56.718811   110.300      -5.287     0.489    -5.171    -1.113
1680180511_01   59.726359   56.717945   167.754       2.364    -3.653     3.359    -2.773
1680180512_01   60.219705   56.559393    99.004      -0.349     6.502    -2.269     6.098
1680180513_01   60.156923   56.766111   114.447      -5.480     0.122    -5.255    -1.519
1680180514_01   60.151841   55.177952   112.980       2.073    -0.968     2.255    -0.308
1680180515_01   60.129592   55.185163   117.000       6.749    -3.866     7.581    -1.675
1680180517_01   60.105144   55.191260   107.992      -3.055     5.192    -4.479     4.035
1680180518_01   59.812231   55.583868   170.279      -1.345     3.337    -2.285     2.778
1680180519_01   60.408021   56.795914   111.472       5.445     1.198     4.843     2.770
1680180520_01   59.665717   56.864349   129.526      -0.682    -3.941     0.543    -3.958
1680180521_01   60.131674   56.224149   158.903       2.396    -3.180     3.237    -2.317
1680180522_01   59.866233   54.326048   209.631       0.845     1.996     0.187     2.149
1680180523_01   59.934646   54.937546   189.735       2.751    -3.865     3.767    -2.869
1680180526_01   60.290603   56.810744   128.827       2.260    -1.223     2.529    -0.490
1680180527_01   60.196199   56.538587   116.555      -6.101     3.507    -6.860     1.523
1680180528_01   60.464455   56.149643   180.277      -4.155     1.462    -4.402     0.153
1680180529_01   60.603415   56.394161   157.672       4.776     1.634     4.067     2.983
1680180530_01   60.772967   56.650925   126.843       1.404     1.976     0.752     2.303
1680180531_01   59.674296   56.684841   117.344      -5.828     1.084    -5.869    -0.707
1680180532_01   60.105886   57.482476   188.278       1.376    -1.069     1.650    -0.602
1680180534_01   60.013139   54.338920   141.003      -3.021     1.136    -3.244     0.173
1680180537_01   60.341166   56.644151   113.463      -4.379    -0.555    -4.006    -1.836
1680180538_01   59.755748   56.930190   224.221       0.499    -6.713     2.497    -6.247
1680180540_01   59.974314   54.923241   126.196      -0.201    -2.543     0.555    -2.491
1680180541_01   59.521288   56.820907   173.180      -1.553    -4.872    -0.008    -5.106
1680180542_01   59.348144   56.466794   132.257      -3.738     1.604    -4.032     0.413
1680180543_01   60.217690   54.698268   109.026       2.056    -5.029     3.446    -4.191
1680180544_01   60.171563   56.828206   128.966      -1.123    -2.559    -0.297    -2.774
1680180547_01   60.151632   56.437661   110.058      -5.849     1.711    -6.086    -0.115
1680180548_01   60.110728   57.139330   145.408      -4.396     1.831    -4.725     0.436
1680180549_01   60.552926   57.693705   135.343      -4.207     3.852    -5.144     2.423
1680180551_01   60.245006   56.557966   103.069       2.151    -3.916     3.227    -3.091
1680180553_01   60.592376   56.520881   120.717      -4.870     5.433    -6.265     3.730
1680180554_01   59.472578   56.705784   111.232      -1.407     0.877    -1.589     0.418
1680180555_01   60.427492   56.514048   119.877      -0.300     1.532    -0.741     1.372
1680180556_01   60.191849   56.913011   121.716       0.719    -0.077     0.720     0.144
1680180558_01   60.598476   56.431517   159.137       2.298    -3.599     3.266    -2.748
1680180559_01   60.594836   55.893701   127.203      -4.759     1.376    -4.957    -0.110
1680180562_01   60.437927   57.208336   217.643      -0.733    -1.052    -0.373    -1.219
1680180563_01   59.681418   54.564647   175.410       5.108    -2.002     5.454    -0.387
1680180564_01   60.272101   56.885162   123.241       1.626    -2.141     2.199    -1.553
1680180565_01   60.501677   57.595912   134.365      -0.555     5.372    -2.115     4.963
1680180566_01   60.372065   56.111243   125.765       5.113    -0.996     5.172     0.576
1680180567_01   60.374866   56.776005   117.569      -6.122     0.608    -6.014    -1.246
1680180568_01   59.897677   55.077159   128.000      -2.124     3.612    -3.118     2.805
1680180569_01   60.104754   55.986808   153.434       1.219    -2.618     1.944    -2.133
1680180571_01   59.538290   54.409937   164.078      -3.309    -0.055    -3.157    -1.050
1680180572_01   60.926727   55.606012   139.039      -2.312    -0.974    -1.929    -1.623
1680180573_01   60.549531   56.519346   122.937       1.225    -1.943     1.750    -1.488
1680180576_01   60.215806   56.596258   107.858       5.727     1.822     4.924     3.451
1680180577_01   60.622301   56.616927   129.839      -4.223     1.444    -4.457     0.118
1680180579_01   60.353647   56.816900   111.547       2.803    -1.032     2.989    -0.146
1680180580_01   60.692101   56.734761   143.582       3.045     0.267     2.828     1.163
1680180582_01   59.644558   56.649444   101.524      -6.291    -5.674    -4.290    -7.291
1680180583_01   60.299618   56.291821   157.251      -0.291     1.504    -0.726     1.347
1680180584_01   60.383031   55.986871   129.919      -0.231     0.040    -0.236    -0.032
1680180585_01   60.340734   56.587099   109.081       4.124    -4.290     5.219    -2.860
1680180586_01   60.417897   56.472803   167.011       0.610    -0.365     0.694    -0.166
1680180587_01   59.573822   54.649990   163.530      -3.578     6.956    -5.511     5.558
1680180588_01   60.682874   54.815086   131.049      -2.301     2.541    -2.976     1.730
1680180589_01   59.626519   56.015635   163.653      -1.240     1.566    -1.647     1.122
1680180591_01   59.477235   55.732453   175.189      -0.893     1.033    -1.159     0.717
1680180592_01   60.398078   56.500327   109.620       1.003     1.851     0.408     2.066
1680180593_01   60.364852   55.901516   159.613      -5.611     0.281    -5.440    -1.410
1680180597_01   59.540171   56.856902   177.472       4.482    -6.091     6.111    -4.461
1680180598_01   60.528415   56.367689   128.394       6.971    -5.189     8.198    -2.869
1680180599_01   60.653275   56.721355   184.570       0.991    -3.043     1.856    -2.606
1680180600_01   60.213133   56.922705   119.234       6.262    -4.023     7.184    -1.963
1680180601_01   59.855823   57.330015   141.029      -0.929    -2.405    -0.148    -2.566
1680180602_01   59.591557   54.272405   166.103       0.225     3.600    -0.884     3.494
1680180603_01   60.490140   56.361357   193.637       6.043    -0.423     5.890     1.400
1680180604_01   60.145669   57.202702   130.775      -2.941     0.082    -2.814    -0.797
1680180605_01   60.640318   56.524572   124.906      -4.639     0.557    -4.590    -0.853
1680180606_01   60.672157   56.627309   126.286      -1.982     2.681    -2.688     1.967
1680180607_01   60.111677   57.442633   166.439       3.069    -3.468     3.980    -2.385
1680180609_01   60.138579   57.252324   135.435      -0.991    -0.277    -0.846    -0.556
1680180610_01   59.597581   54.200145   173.266       1.888     1.538     1.319     2.024
1680180611_01   59.516329   56.765293   158.471       6.393    -4.039     7.319    -1.934
1680180612_01   60.471928   56.504665   115.884      -6.587     5.481    -7.917     3.262
1680180614_01   59.663842   54.922235   125.733      -0.190     5.661    -1.888     5.338
1680180615_01   60.309394   56.560357   114.224      -4.752    -1.643    -4.037    -2.985
1680180616_01   60.366592   57.680491   201.268      -3.677     4.302    -4.770     3.010
